1218084.BBJK01000057_gene4392,lolA,Outer-membrane&nbsp;lipoprotein&nbsp;carrier&nbsp;protein,98.9
1218084.BBJK01000072_gene5067,BBJK01000072_gene5067,annotation&nbsp;not&nbsp;available,80.6
1218084.BBJK01000048_gene4018,BBJK01000048_gene4018,annotation&nbsp;not&nbsp;available,80.6
1218084.BBJK01000069_gene5011,uvrB,UvrABC&nbsp;system&nbsp;protein&nbsp;B,80.6
1218084.BBJK01000093_gene6079,BBJK01000093_gene6079,annotation&nbsp;not&nbsp;available,80.5
1218084.BBJK01000008_gene1175,BBJK01000008_gene1175,annotation&nbsp;not&nbsp;available,80.5
1218084.BBJK01000088_gene5863,BBJK01000088_gene5863,annotation&nbsp;not&nbsp;available,80.5
1218084.BBJK01000036_gene3414,infB,Translation&nbsp;initiation&nbsp;factor&nbsp;IF-2,80.5
1218084.BBJK01000034_gene3223,BBJK01000034_gene3223,Glutaredoxin,80.5
1218084.BBJK01000016_gene1763,BBJK01000016_gene1763,annotation&nbsp;not&nbsp;available,80.5
1218084.BBJK01000159_gene7721,BBJK01000159_gene7721,annotation&nbsp;not&nbsp;available,80.5
1218084.BBJK01000185_gene8014,BBJK01000185_gene8014,annotation&nbsp;not&nbsp;available,80.5
1218084.BBJK01000064_gene4814,rpmI,annotation&nbsp;not&nbsp;available,80.5
1218084.BBJK01000125_gene7040,BBJK01000125_gene7040,annotation&nbsp;not&nbsp;available,80.5
1218084.BBJK01000001_gene70,BBJK01000001_gene70,annotation&nbsp;not&nbsp;available,80.5
1218084.BBJK01000031_gene2951,BBJK01000031_gene2951,annotation&nbsp;not&nbsp;available,80.5
1218084.BBJK01000008_gene1129,BBJK01000008_gene1129,annotation&nbsp;not&nbsp;available,80.4
1218084.BBJK01000017_gene1948,BBJK01000017_gene1948,annotation&nbsp;not&nbsp;available,80.4
1218084.BBJK01000007_gene1091,BBJK01000007_gene1091,annotation&nbsp;not&nbsp;available,80.4
1218084.BBJK01000073_gene5130,BBJK01000073_gene5130,annotation&nbsp;not&nbsp;available,80.4
1218084.BBJK01000089_gene5909,BBJK01000089_gene5909,annotation&nbsp;not&nbsp;available,80.4
1218084.BBJK01000061_gene4687,BBJK01000061_gene4687,annotation&nbsp;not&nbsp;available,80.4
1218084.BBJK01000073_gene5115,BBJK01000073_gene5115,annotation&nbsp;not&nbsp;available,80.3
1218084.BBJK01000032_gene3143,BBJK01000032_gene3143,annotation&nbsp;not&nbsp;available,80.3
1218084.BBJK01000157_gene7697,selA,L-seryl-tRNA(Sec)&nbsp;selenium&nbsp;transferase,80.3
1218084.BBJK01000137_gene7283,BBJK01000137_gene7283,annotation&nbsp;not&nbsp;available,80.3
1218084.BBJK01000008_gene1146,BBJK01000008_gene1146,annotation&nbsp;not&nbsp;available,80.3
1218084.BBJK01000030_gene2839,BBJK01000030_gene2839,annotation&nbsp;not&nbsp;available,80.3
1218084.BBJK01000059_gene4563,BBJK01000059_gene4563,annotation&nbsp;not&nbsp;available,80.3
1218084.BBJK01000131_gene7166,BBJK01000131_gene7166,annotation&nbsp;not&nbsp;available,80.3
1218084.BBJK01000002_gene280,BBJK01000002_gene280,annotation&nbsp;not&nbsp;available,80.3
1218084.BBJK01000006_gene825,BBJK01000006_gene825,annotation&nbsp;not&nbsp;available,80.3
1218084.BBJK01000025_gene2512,BBJK01000025_gene2512,annotation&nbsp;not&nbsp;available,80.2
1218084.BBJK01000137_gene7276,BBJK01000137_gene7276,annotation&nbsp;not&nbsp;available,80.2
1218084.BBJK01000192_gene8066,BBJK01000192_gene8066,annotation&nbsp;not&nbsp;available,80.2
1218084.BBJK01000052_gene4123,BBJK01000052_gene4123,annotation&nbsp;not&nbsp;available,80.2
1218084.BBJK01000072_gene5054,BBJK01000072_gene5054,annotation&nbsp;not&nbsp;available,80.2
1218084.BBJK01000122_gene6945,BBJK01000122_gene6945,annotation&nbsp;not&nbsp;available,80.2
1218084.BBJK01000021_gene2264,BBJK01000021_gene2264,annotation&nbsp;not&nbsp;available,80.2
1218084.BBJK01000123_gene6980,BBJK01000123_gene6980,annotation&nbsp;not&nbsp;available,80.2
1218084.BBJK01000166_gene7800,BBJK01000166_gene7800,annotation&nbsp;not&nbsp;available,80.2
1218084.BBJK01000031_gene3005,BBJK01000031_gene3005,annotation&nbsp;not&nbsp;available,80.2
1218084.BBJK01000052_gene4109,BBJK01000052_gene4109,annotation&nbsp;not&nbsp;available,80.1
1218084.BBJK01000147_gene7483,BBJK01000147_gene7483,annotation&nbsp;not&nbsp;available,80.1
1218084.BBJK01000175_gene7926,BBJK01000175_gene7926,annotation&nbsp;not&nbsp;available,80.1
1218084.BBJK01000149_gene7528,BBJK01000149_gene7528,Serine&nbsp;hydroxymethyltransferase,80.1
1218084.BBJK01000060_gene4622,BBJK01000060_gene4622,annotation&nbsp;not&nbsp;available,80.1
1218084.BBJK01000090_gene5936,BBJK01000090_gene5936,annotation&nbsp;not&nbsp;available,80.1
1218084.BBJK01000178_gene7960,BBJK01000178_gene7960,annotation&nbsp;not&nbsp;available,80.1
1218084.BBJK01000086_gene5803,BBJK01000086_gene5803,annotation&nbsp;not&nbsp;available,80.0
1218084.BBJK01000108_gene6643,BBJK01000108_gene6643,NADH-quinone&nbsp;oxidoreductase&nbsp;subunit&nbsp;F,80.0
1218084.BBJK01000006_gene851,putA,Bifunctional&nbsp;protein&nbsp;PutA,80.0
1218084.BBJK01000107_gene6585,BBJK01000107_gene6585,annotation&nbsp;not&nbsp;available,80.0
1218084.BBJK01000004_gene570,BBJK01000004_gene570,annotation&nbsp;not&nbsp;available,80.0
1218084.BBJK01000186_gene8023,BBJK01000186_gene8023,annotation&nbsp;not&nbsp;available,80.0
1218084.BBJK01000072_gene5075,BBJK01000072_gene5075,annotation&nbsp;not&nbsp;available,80.0
1218084.BBJK01000028_gene2748,BBJK01000028_gene2748,annotation&nbsp;not&nbsp;available,80.0
1218084.BBJK01000058_gene4419,BBJK01000058_gene4419,annotation&nbsp;not&nbsp;available,80.0
1218084.BBJK01000008_gene1205,BBJK01000008_gene1205,annotation&nbsp;not&nbsp;available,80.0
1218084.BBJK01000052_gene4120,BBJK01000052_gene4120,annotation&nbsp;not&nbsp;available,80.0
1218084.BBJK01000019_gene2086,BBJK01000019_gene2086,Phosphoenolpyruvate-protein&nbsp;phosphotransferase,80.0
1218084.BBJK01000021_gene2281,BBJK01000021_gene2281,annotation&nbsp;not&nbsp;available,80.0
1218084.BBJK01000188_gene8036,ksgA,Ribosomal&nbsp;RNA&nbsp;small&nbsp;subunit&nbsp;methyltransferase&nbsp;A,80.0
1218084.BBJK01000008_gene1165,BBJK01000008_gene1165,annotation&nbsp;not&nbsp;available,79.9
1218084.BBJK01000072_gene5079,pqqE,annotation&nbsp;not&nbsp;available,79.9
1218084.BBJK01000006_gene710,metXS,Homoserine&nbsp;O-succinyltransferase,79.9
1218084.BBJK01000079_gene5472,BBJK01000079_gene5472,annotation&nbsp;not&nbsp;available,79.9
1218084.BBJK01000025_gene2503,BBJK01000025_gene2503,annotation&nbsp;not&nbsp;available,79.9
1218084.BBJK01000105_gene6533,BBJK01000105_gene6533,annotation&nbsp;not&nbsp;available,79.9
1218084.BBJK01000001_gene42,BBJK01000001_gene42,annotation&nbsp;not&nbsp;available,79.9
1218084.BBJK01000197_gene8097,BBJK01000197_gene8097,annotation&nbsp;not&nbsp;available,79.9
1218084.BBJK01000112_gene6715,BBJK01000112_gene6715,annotation&nbsp;not&nbsp;available,79.8
1218084.BBJK01000044_gene3933,BBJK01000044_gene3933,annotation&nbsp;not&nbsp;available,79.8
1218084.BBJK01000086_gene5763,BBJK01000086_gene5763,annotation&nbsp;not&nbsp;available,79.8
1218084.BBJK01000067_gene4962,BBJK01000067_gene4962,annotation&nbsp;not&nbsp;available,79.8
1218084.BBJK01000123_gene6979,BBJK01000123_gene6979,annotation&nbsp;not&nbsp;available,79.8
1218084.BBJK01000012_gene1300,BBJK01000012_gene1300,annotation&nbsp;not&nbsp;available,79.8
1218084.BBJK01000115_gene6762,BBJK01000115_gene6762,annotation&nbsp;not&nbsp;available,79.8
1218084.BBJK01000017_gene1958,BBJK01000017_gene1958,annotation&nbsp;not&nbsp;available,79.7
1218084.BBJK01000041_gene3713,BBJK01000041_gene3713,annotation&nbsp;not&nbsp;available,79.7
1218084.BBJK01000033_gene3183,BBJK01000033_gene3183,Chemotaxis&nbsp;response&nbsp;regulator&nbsp;protein-glutamate&nbsp;methylesterase,79.7
1218084.BBJK01000091_gene5998,BBJK01000091_gene5998,annotation&nbsp;not&nbsp;available,79.7
1218084.BBJK01000007_gene999,BBJK01000007_gene999,annotation&nbsp;not&nbsp;available,79.7
1218084.BBJK01000044_gene3910,BBJK01000044_gene3910,annotation&nbsp;not&nbsp;available,79.6
1218084.BBJK01000016_gene1788,BBJK01000016_gene1788,annotation&nbsp;not&nbsp;available,79.6
1218084.BBJK01000084_gene5690,BBJK01000084_gene5690,annotation&nbsp;not&nbsp;available,79.6
1218084.BBJK01000052_gene4144,BBJK01000052_gene4144,annotation&nbsp;not&nbsp;available,79.6
1218084.BBJK01000013_gene1363,BBJK01000013_gene1363,annotation&nbsp;not&nbsp;available,79.6
1218084.BBJK01000153_gene7621,BBJK01000153_gene7621,annotation&nbsp;not&nbsp;available,79.6
1218084.BBJK01000013_gene1396,BBJK01000013_gene1396,annotation&nbsp;not&nbsp;available,79.6
1218084.BBJK01000006_gene830,gidA,tRNA&nbsp;uridine&nbsp;5-carboxymethylaminomethyl&nbsp;modification&nbsp;enzyme&nbsp;MnmG,79.5
1218084.BBJK01000050_gene4062,BBJK01000050_gene4062,annotation&nbsp;not&nbsp;available,79.5
1218084.BBJK01000148_gene7511,BBJK01000148_gene7511,annotation&nbsp;not&nbsp;available,79.5
1218084.BBJK01000178_gene7958,BBJK01000178_gene7958,annotation&nbsp;not&nbsp;available,79.5
1218084.BBJK01000163_gene7755,BBJK01000163_gene7755,annotation&nbsp;not&nbsp;available,79.5
1218084.BBJK01000086_gene5791,BBJK01000086_gene5791,annotation&nbsp;not&nbsp;available,79.5
1218084.BBJK01000016_gene1692,BBJK01000016_gene1692,annotation&nbsp;not&nbsp;available,79.5
1218084.BBJK01000145_gene7419,BBJK01000145_gene7419,annotation&nbsp;not&nbsp;available,79.5
1218084.BBJK01000164_gene7763,BBJK01000164_gene7763,annotation&nbsp;not&nbsp;available,79.4
1218084.BBJK01000037_gene3475,BBJK01000037_gene3475,annotation&nbsp;not&nbsp;available,79.4
1218084.BBJK01000072_gene5048,BBJK01000072_gene5048,annotation&nbsp;not&nbsp;available,79.4
1218084.BBJK01000050_gene4085,BBJK01000050_gene4085,annotation&nbsp;not&nbsp;available,79.4
1218084.BBJK01000176_gene7930,BBJK01000176_gene7930,annotation&nbsp;not&nbsp;available,79.4
1218084.BBJK01000002_gene251,BBJK01000002_gene251,annotation&nbsp;not&nbsp;available,79.4
1218084.BBJK01000058_gene4483,BBJK01000058_gene4483,annotation&nbsp;not&nbsp;available,79.4
1218084.BBJK01000123_gene6985,BBJK01000123_gene6985,annotation&nbsp;not&nbsp;available,79.3
1218084.BBJK01000090_gene5963,tatC,Sec-independent&nbsp;protein&nbsp;translocase&nbsp;protein&nbsp;TatC,79.3
1218084.BBJK01000009_gene1243,BBJK01000009_gene1243,annotation&nbsp;not&nbsp;available,79.3
1218084.BBJK01000006_gene695,dapF,Diaminopimelate&nbsp;epimerase,79.3
1218084.BBJK01000034_gene3239,BBJK01000034_gene3239,annotation&nbsp;not&nbsp;available,79.3
1218084.BBJK01000013_gene1385,BBJK01000013_gene1385,annotation&nbsp;not&nbsp;available,79.3
1218084.BBJK01000021_gene2232,BBJK01000021_gene2232,annotation&nbsp;not&nbsp;available,79.3
1218084.BBJK01000114_gene6747,BBJK01000114_gene6747,annotation&nbsp;not&nbsp;available,79.3
1218084.BBJK01000020_gene2099,BBJK01000020_gene2099,C4-dicarboxylate&nbsp;transport&nbsp;protein,79.3
1218084.BBJK01000066_gene4931,BBJK01000066_gene4931,annotation&nbsp;not&nbsp;available,79.3
1218084.BBJK01000037_gene3541,BBJK01000037_gene3541,annotation&nbsp;not&nbsp;available,79.3
1218084.BBJK01000183_gene7987,BBJK01000183_gene7987,annotation&nbsp;not&nbsp;available,79.2
1218084.BBJK01000099_gene6275,BBJK01000099_gene6275,annotation&nbsp;not&nbsp;available,79.2
1218084.BBJK01000057_gene4383,BBJK01000057_gene4383,annotation&nbsp;not&nbsp;available,79.2
1218084.BBJK01000023_gene2379,BBJK01000023_gene2379,annotation&nbsp;not&nbsp;available,79.2
1218084.BBJK01000101_gene6343,BBJK01000101_gene6343,annotation&nbsp;not&nbsp;available,79.2
1218084.BBJK01000023_gene2357,BBJK01000023_gene2357,annotation&nbsp;not&nbsp;available,79.2
1218084.BBJK01000028_gene2692,accA,Acetyl-coenzyme&nbsp;A&nbsp;carboxylase&nbsp;carboxyl&nbsp;transferase&nbsp;subunit&nbsp;alpha,79.2
1218084.BBJK01000196_gene8090,BBJK01000196_gene8090,annotation&nbsp;not&nbsp;available,79.2
1218084.BBJK01000076_gene5261,BBJK01000076_gene5261,annotation&nbsp;not&nbsp;available,79.1
1218084.BBJK01000120_gene6892,BBJK01000120_gene6892,annotation&nbsp;not&nbsp;available,79.1
1218084.BBJK01000212_gene8163,BBJK01000212_gene8163,annotation&nbsp;not&nbsp;available,79.1
1218084.BBJK01000127_gene7083,BBJK01000127_gene7083,2-methylisocitrate&nbsp;lyase,79.1
1218084.BBJK01000032_gene3122,BBJK01000032_gene3122,annotation&nbsp;not&nbsp;available,79.1
1218084.BBJK01000050_gene4044,BBJK01000050_gene4044,annotation&nbsp;not&nbsp;available,79.1
1218084.BBJK01000025_gene2529,nagZ,Beta-hexosaminidase,79.1
1218084.BBJK01000058_gene4486,BBJK01000058_gene4486,annotation&nbsp;not&nbsp;available,79.0
1218084.BBJK01000059_gene4555,BBJK01000059_gene4555,annotation&nbsp;not&nbsp;available,79.0
1218084.BBJK01000016_gene1796,BBJK01000016_gene1796,annotation&nbsp;not&nbsp;available,79.0
1218084.BBJK01000078_gene5394,BBJK01000078_gene5394,annotation&nbsp;not&nbsp;available,79.0
1218084.BBJK01000034_gene3210,BBJK01000034_gene3210,annotation&nbsp;not&nbsp;available,79.0
1218084.BBJK01000025_gene2500,moaA,"GTP&nbsp;3',8-cyclase",79.0
1218084.BBJK01000019_gene2075,bioC,Malonyl-[acyl-carrier&nbsp;protein]&nbsp;O-methyltransferase,79.0
1218084.BBJK01000090_gene5944,BBJK01000090_gene5944,annotation&nbsp;not&nbsp;available,79.0
1218084.BBJK01000023_gene2445,BBJK01000023_gene2445,annotation&nbsp;not&nbsp;available,79.0
1218084.BBJK01000034_gene3209,BBJK01000034_gene3209,annotation&nbsp;not&nbsp;available,79.0
1218084.BBJK01000108_gene6636,BBJK01000108_gene6636,annotation&nbsp;not&nbsp;available,79.0
1218084.BBJK01000123_gene6971,BBJK01000123_gene6971,annotation&nbsp;not&nbsp;available,79.0
1218084.BBJK01000087_gene5823,BBJK01000087_gene5823,annotation&nbsp;not&nbsp;available,78.9
1218084.BBJK01000023_gene2359,BBJK01000023_gene2359,annotation&nbsp;not&nbsp;available,78.9
1218084.BBJK01000003_gene411,BBJK01000003_gene411,annotation&nbsp;not&nbsp;available,78.9
1218084.BBJK01000087_gene5843,BBJK01000087_gene5843,annotation&nbsp;not&nbsp;available,78.9
1218084.BBJK01000079_gene5494,BBJK01000079_gene5494,annotation&nbsp;not&nbsp;available,78.9
1218084.BBJK01000002_gene96,BBJK01000002_gene96,annotation&nbsp;not&nbsp;available,78.9
1218084.BBJK01000019_gene1983,BBJK01000019_gene1983,annotation&nbsp;not&nbsp;available,78.9
1218084.BBJK01000097_gene6217,BBJK01000097_gene6217,annotation&nbsp;not&nbsp;available,78.9
1218084.BBJK01000037_gene3511,BBJK01000037_gene3511,annotation&nbsp;not&nbsp;available,78.8
1218084.BBJK01000017_gene1860,BBJK01000017_gene1860,annotation&nbsp;not&nbsp;available,78.8
1218084.BBJK01000003_gene409,BBJK01000003_gene409,annotation&nbsp;not&nbsp;available,78.8
1218084.BBJK01000026_gene2596,BBJK01000026_gene2596,annotation&nbsp;not&nbsp;available,78.7
1218084.BBJK01000025_gene2501,rne,Ribonuclease&nbsp;E,78.7
1218084.BBJK01000094_gene6139,BBJK01000094_gene6139,annotation&nbsp;not&nbsp;available,78.7
1218084.BBJK01000003_gene512,BBJK01000003_gene512,annotation&nbsp;not&nbsp;available,78.7
1218084.BBJK01000004_gene585,BBJK01000004_gene585,annotation&nbsp;not&nbsp;available,78.7
1218084.BBJK01000002_gene285,BBJK01000002_gene285,annotation&nbsp;not&nbsp;available,78.7
1218084.BBJK01000090_gene5990,BBJK01000090_gene5990,annotation&nbsp;not&nbsp;available,78.7
1218084.BBJK01000027_gene2626,BBJK01000027_gene2626,annotation&nbsp;not&nbsp;available,78.7
1218084.BBJK01000002_gene190,BBJK01000002_gene190,annotation&nbsp;not&nbsp;available,78.7
1218084.BBJK01000075_gene5178,BBJK01000075_gene5178,annotation&nbsp;not&nbsp;available,78.6
1218084.BBJK01000006_gene846,hemE,Uroporphyrinogen&nbsp;decarboxylase,78.6
1218084.BBJK01000103_gene6471,rpoA,DNA-directed&nbsp;RNA&nbsp;polymerase&nbsp;subunit&nbsp;alpha,78.6
1218084.BBJK01000112_gene6737,BBJK01000112_gene6737,annotation&nbsp;not&nbsp;available,78.6
1218084.BBJK01000072_gene5076,BBJK01000072_gene5076,annotation&nbsp;not&nbsp;available,78.6
1218084.BBJK01000015_gene1584,BBJK01000015_gene1584,annotation&nbsp;not&nbsp;available,78.6
1218084.BBJK01000143_gene7387,thrB,annotation&nbsp;not&nbsp;available,78.6
1218084.BBJK01000028_gene2755,lpxA,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine&nbsp;O-acyltransferase,78.6
1218084.BBJK01000086_gene5787,BBJK01000086_gene5787,annotation&nbsp;not&nbsp;available,78.6
1218084.BBJK01000173_gene7896,BBJK01000173_gene7896,annotation&nbsp;not&nbsp;available,78.6
1218084.BBJK01000093_gene6095,BBJK01000093_gene6095,annotation&nbsp;not&nbsp;available,78.5
1218084.BBJK01000012_gene1324,BBJK01000012_gene1324,annotation&nbsp;not&nbsp;available,78.5
1218084.BBJK01000006_gene891,BBJK01000006_gene891,Flagellar&nbsp;transcriptional&nbsp;regulator&nbsp;FlhD,78.5
1218084.BBJK01000102_gene6432,BBJK01000102_gene6432,annotation&nbsp;not&nbsp;available,78.5
1218084.BBJK01000006_gene821,BBJK01000006_gene821,annotation&nbsp;not&nbsp;available,78.5
1218084.BBJK01000016_gene1733,BBJK01000016_gene1733,annotation&nbsp;not&nbsp;available,78.5
1218084.BBJK01000059_gene4580,BBJK01000059_gene4580,annotation&nbsp;not&nbsp;available,78.5
1218084.BBJK01000026_gene2582,BBJK01000026_gene2582,annotation&nbsp;not&nbsp;available,78.4
1218084.BBJK01000102_gene6392,serC,Phosphoserine&nbsp;aminotransferase,78.4
1218084.BBJK01000106_gene6569,BBJK01000106_gene6569,annotation&nbsp;not&nbsp;available,78.4
1218084.BBJK01000122_gene6949,BBJK01000122_gene6949,annotation&nbsp;not&nbsp;available,78.4
1218084.BBJK01000015_gene1520,BBJK01000015_gene1520,annotation&nbsp;not&nbsp;available,78.4
1218084.BBJK01000044_gene3938,BBJK01000044_gene3938,annotation&nbsp;not&nbsp;available,78.4
1218084.BBJK01000002_gene192,tdh,L-threonine&nbsp;3-dehydrogenase,78.4
1218084.BBJK01000030_gene2858,BBJK01000030_gene2858,annotation&nbsp;not&nbsp;available,78.4
1218084.BBJK01000078_gene5404,kdsB,3-deoxy-manno-octulosonate&nbsp;cytidylyltransferase,78.4
1218084.BBJK01000002_gene173,BBJK01000002_gene173,annotation&nbsp;not&nbsp;available,78.4
1218084.BBJK01000008_gene1153,BBJK01000008_gene1153,annotation&nbsp;not&nbsp;available,78.4
1218084.BBJK01000103_gene6487,rpsQ,30S&nbsp;ribosomal&nbsp;protein&nbsp;S17,78.4
1218084.BBJK01000042_gene3741,BBJK01000042_gene3741,annotation&nbsp;not&nbsp;available,78.4
1218084.BBJK01000003_gene383,BBJK01000003_gene383,annotation&nbsp;not&nbsp;available,78.3
1218084.BBJK01000080_gene5583,BBJK01000080_gene5583,annotation&nbsp;not&nbsp;available,78.3
1218084.BBJK01000031_gene2952,BBJK01000031_gene2952,annotation&nbsp;not&nbsp;available,78.3
1218084.BBJK01000159_gene7722,BBJK01000159_gene7722,annotation&nbsp;not&nbsp;available,78.3
1218084.BBJK01000034_gene3289,BBJK01000034_gene3289,annotation&nbsp;not&nbsp;available,78.3
1218084.BBJK01000080_gene5574,BBJK01000080_gene5574,annotation&nbsp;not&nbsp;available,78.3
1218084.BBJK01000003_gene401,BBJK01000003_gene401,annotation&nbsp;not&nbsp;available,78.3
1218084.BBJK01000066_gene4941,BBJK01000066_gene4941,annotation&nbsp;not&nbsp;available,78.3
1218084.BBJK01000120_gene6870,BBJK01000120_gene6870,annotation&nbsp;not&nbsp;available,78.2
1218084.BBJK01000003_gene436,BBJK01000003_gene436,annotation&nbsp;not&nbsp;available,78.2
1218084.BBJK01000032_gene3166,BBJK01000032_gene3166,annotation&nbsp;not&nbsp;available,78.2
1218084.BBJK01000112_gene6731,BBJK01000112_gene6731,annotation&nbsp;not&nbsp;available,78.2
1218084.BBJK01000006_gene869,rep,ATP-dependent&nbsp;DNA&nbsp;helicase&nbsp;Rep,78.2
1218084.BBJK01000075_gene5221,BBJK01000075_gene5221,annotation&nbsp;not&nbsp;available,78.2
1218084.BBJK01000003_gene462,BBJK01000003_gene462,annotation&nbsp;not&nbsp;available,78.1
1218084.BBJK01000093_gene6063,BBJK01000093_gene6063,annotation&nbsp;not&nbsp;available,78.1
1218084.BBJK01000036_gene3316,BBJK01000036_gene3316,annotation&nbsp;not&nbsp;available,78.1
1218084.BBJK01000003_gene400,BBJK01000003_gene400,annotation&nbsp;not&nbsp;available,78.1
1218084.BBJK01000093_gene6086,BBJK01000093_gene6086,annotation&nbsp;not&nbsp;available,78.1
1218084.BBJK01000072_gene5036,BBJK01000072_gene5036,annotation&nbsp;not&nbsp;available,78.1
1218084.BBJK01000004_gene550,BBJK01000004_gene550,annotation&nbsp;not&nbsp;available,78.1
1218084.BBJK01000079_gene5451,BBJK01000079_gene5451,annotation&nbsp;not&nbsp;available,78.1
1218084.BBJK01000021_gene2219,BBJK01000021_gene2219,annotation&nbsp;not&nbsp;available,78.1
1218084.BBJK01000037_gene3545,BBJK01000037_gene3545,3-dehydroquinate&nbsp;dehydratase,78.1
1218084.BBJK01000115_gene6772,BBJK01000115_gene6772,annotation&nbsp;not&nbsp;available,78.1
1218084.BBJK01000059_gene4571,BBJK01000059_gene4571,annotation&nbsp;not&nbsp;available,78.1
1218084.BBJK01000007_gene916,BBJK01000007_gene916,annotation&nbsp;not&nbsp;available,78.0
1218084.BBJK01000016_gene1786,BBJK01000016_gene1786,annotation&nbsp;not&nbsp;available,78.0
1218084.BBJK01000023_gene2394,BBJK01000023_gene2394,annotation&nbsp;not&nbsp;available,78.0
1218084.BBJK01000007_gene1004,BBJK01000007_gene1004,annotation&nbsp;not&nbsp;available,78.0
1218084.BBJK01000002_gene262,BBJK01000002_gene262,annotation&nbsp;not&nbsp;available,78.0
1218084.BBJK01000008_gene1147,BBJK01000008_gene1147,annotation&nbsp;not&nbsp;available,78.0
1218084.BBJK01000059_gene4591,BBJK01000059_gene4591,annotation&nbsp;not&nbsp;available,78.0
1218084.BBJK01000066_gene4944,BBJK01000066_gene4944,annotation&nbsp;not&nbsp;available,78.0
1218084.BBJK01000112_gene6723,BBJK01000112_gene6723,annotation&nbsp;not&nbsp;available,78.0
1218084.BBJK01000013_gene1418,BBJK01000013_gene1418,annotation&nbsp;not&nbsp;available,78.0
1218084.BBJK01000077_gene5339,BBJK01000077_gene5339,annotation&nbsp;not&nbsp;available,77.9
